DateKey,Year,Quarter,QuarterName,YearQuarter,MonthNumber,MonthName,MonthShort,YearMonth,Day,DayOfWeekNum,DayName,WeekOfYear,IsWeekend
2009-12-29,2009,4,Q4,2009-Q4,12,December,Dec,2009-12,29,2,Tuesday,53,0
2009-12-30,2009,4,Q4,2009-Q4,12,December,Dec,2009-12,30,3,Wednesday,53,0
2009-12-31,2009,4,Q4,2009-Q4,12,December,Dec,2009-12,31,4,Thursday,53,0
2008-03-23,2008,1,Q1,2008-Q1,3,March,Mar,2008-03,23,7,Sunday,12,1
2008-03-24,2008,1,Q1,2008-Q1,3,March,Mar,2008-03,24,1,Monday,13,0
2008-03-25,2008,1,Q1,2008-Q1,3,March,Mar,2008-03,25,2,Tuesday,13,0
2008-03-26,2008,1,Q1,2008-Q1,3,March,Mar,2008-03,26,3,Wednesday,13,0
2008-03-27,2008,1,Q1,2008-Q1,3,March,Mar,2008-03,27,4,Thursday,13,0
2008-03-28,2008,1,Q1,2008-Q1,3,March,Mar,2008-03,28,5,Friday,13,0
2008-03-29,2008,1,Q1,2008-Q1,3,March,Mar,2008-03,29,6,Saturday,13,1
2008-03-30,2008,1,Q1,2008-Q1,3,March,Mar,2008-03,30,7,Sunday,13,1
2008-03-31,2008,1,Q1,2008-Q1,3,March,Mar,2008-03,31,1,Monday,14,0
2008-04-01,2008,2,Q2,2008-Q2,4,April,Apr,2008-04,1,2,Tuesday,14,0
2008-04-02,2008,2,Q2,2008-Q2,4,April,Apr,2008-04,2,3,Wednesday,14,0
2008-04-03,2008,2,Q2,2008-Q2,4,April,Apr,2008-04,3,4,Thursday,14,0
2008-04-04,2008,2,Q2,2008-Q2,4,April,Apr,2008-04,4,5,Friday,14,0
2008-04-05,2008,2,Q2,2008-Q2,4,April,Apr,2008-04,5,6,Saturday,14,1
2008-04-06,2008,2,Q2,2008-Q2,4,April,Apr,2008-04,6,7,Sunday,14,1
2008-04-07,2008,2,Q2,2008-Q2,4,April,Apr,2008-04,7,1,Monday,15,0
2008-04-08,2008,2,Q2,2008-Q2,4,April,Apr,2008-04,8,2,Tuesday,15,0
2008-04-09,2008,2,Q2,2008-Q2,4,April,Apr,2008-04,9,3,Wednesday,15,0
2008-04-10,2008,2,Q2,2008-Q2,4,April,Apr,2008-04,10,4,Thursday,15,0
2008-04-11,2008,2,Q2,2008-Q2,4,April,Apr,2008-04,11,5,Friday,15,0
2008-04-12,2008,2,Q2,2008-Q2,4,April,Apr,2008-04,12,6,Saturday,15,1
2008-04-13,2008,2,Q2,2008-Q2,4,April,Apr,2008-04,13,7,Sunday,15,1
2008-04-14,2008,2,Q2,2008-Q2,4,April,Apr,2008-04,14,1,Monday,16,0
2008-04-15,2008,2,Q2,2008-Q2,4,April,Apr,2008-04,15,2,Tuesday,16,0
2008-04-16,2008,2,Q2,2008-Q2,4,April,Apr,2008-04,16,3,Wednesday,16,0
2008-04-17,2008,2,Q2,2008-Q2,4,April,Apr,2008-04,17,4,Thursday,16,0
2008-04-18,2008,2,Q2,2008-Q2,4,April,Apr,2008-04,18,5,Friday,16,0
2008-04-19,2008,2,Q2,2008-Q2,4,April,Apr,2008-04,19,6,Saturday,16,1
2008-04-20,2008,2,Q2,2008-Q2,4,April,Apr,2008-04,20,7,Sunday,16,1
2008-04-21,2008,2,Q2,2008-Q2,4,April,Apr,2008-04,21,1,Monday,17,0
2008-04-22,2008,2,Q2,2008-Q2,4,April,Apr,2008-04,22,2,Tuesday,17,0
2008-04-23,2008,2,Q2,2008-Q2,4,April,Apr,2008-04,23,3,Wednesday,17,0
2008-04-24,2008,2,Q2,2008-Q2,4,April,Apr,2008-04,24,4,Thursday,17,0
2008-04-25,2008,2,Q2,2008-Q2,4,April,Apr,2008-04,25,5,Friday,17,0
2008-04-26,2008,2,Q2,2008-Q2,4,April,Apr,2008-04,26,6,Saturday,17,1
2008-04-27,2008,2,Q2,2008-Q2,4,April,Apr,2008-04,27,7,Sunday,17,1
2008-04-28,2008,2,Q2,2008-Q2,4,April,Apr,2008-04,28,1,Monday,18,0
2008-04-29,2008,2,Q2,2008-Q2,4,April,Apr,2008-04,29,2,Tuesday,18,0
2008-04-30,2008,2,Q2,2008-Q2,4,April,Apr,2008-04,30,3,Wednesday,18,0
2008-05-01,2008,2,Q2,2008-Q2,5,May,May,2008-05,1,4,Thursday,18,0
2008-05-02,2008,2,Q2,2008-Q2,5,May,May,2008-05,2,5,Friday,18,0
2008-05-03,2008,2,Q2,2008-Q2,5,May,May,2008-05,3,6,Saturday,18,1
2008-05-04,2008,2,Q2,2008-Q2,5,May,May,2008-05,4,7,Sunday,18,1
2008-05-05,2008,2,Q2,2008-Q2,5,May,May,2008-05,5,1,Monday,19,0
2008-05-06,2008,2,Q2,2008-Q2,5,May,May,2008-05,6,2,Tuesday,19,0
2008-05-07,2008,2,Q2,2008-Q2,5,May,May,2008-05,7,3,Wednesday,19,0
2008-05-08,2008,2,Q2,2008-Q2,5,May,May,2008-05,8,4,Thursday,19,0
2008-05-09,2008,2,Q2,2008-Q2,5,May,May,2008-05,9,5,Friday,19,0
2008-05-10,2008,2,Q2,2008-Q2,5,May,May,2008-05,10,6,Saturday,19,1
2008-05-11,2008,2,Q2,2008-Q2,5,May,May,2008-05,11,7,Sunday,19,1
2008-05-12,2008,2,Q2,2008-Q2,5,May,May,2008-05,12,1,Monday,20,0
2008-05-13,2008,2,Q2,2008-Q2,5,May,May,2008-05,13,2,Tuesday,20,0
2008-05-14,2008,2,Q2,2008-Q2,5,May,May,2008-05,14,3,Wednesday,20,0
2008-05-15,2008,2,Q2,2008-Q2,5,May,May,2008-05,15,4,Thursday,20,0
2008-05-16,2008,2,Q2,2008-Q2,5,May,May,2008-05,16,5,Friday,20,0
2008-05-17,2008,2,Q2,2008-Q2,5,May,May,2008-05,17,6,Saturday,20,1
2008-05-18,2008,2,Q2,2008-Q2,5,May,May,2008-05,18,7,Sunday,20,1
2008-05-19,2008,2,Q2,2008-Q2,5,May,May,2008-05,19,1,Monday,21,0
2008-05-20,2008,2,Q2,2008-Q2,5,May,May,2008-05,20,2,Tuesday,21,0
2008-05-21,2008,2,Q2,2008-Q2,5,May,May,2008-05,21,3,Wednesday,21,0
2008-05-22,2008,2,Q2,2008-Q2,5,May,May,2008-05,22,4,Thursday,21,0
2008-05-23,2008,2,Q2,2008-Q2,5,May,May,2008-05,23,5,Friday,21,0
2008-05-24,2008,2,Q2,2008-Q2,5,May,May,2008-05,24,6,Saturday,21,1
2008-05-25,2008,2,Q2,2008-Q2,5,May,May,2008-05,25,7,Sunday,21,1
2008-05-26,2008,2,Q2,2008-Q2,5,May,May,2008-05,26,1,Monday,22,0
2008-05-27,2008,2,Q2,2008-Q2,5,May,May,2008-05,27,2,Tuesday,22,0
2008-05-28,2008,2,Q2,2008-Q2,5,May,May,2008-05,28,3,Wednesday,22,0
2008-05-29,2008,2,Q2,2008-Q2,5,May,May,2008-05,29,4,Thursday,22,0
2008-05-30,2008,2,Q2,2008-Q2,5,May,May,2008-05,30,5,Friday,22,0
2008-05-31,2008,2,Q2,2008-Q2,5,May,May,2008-05,31,6,Saturday,22,1
2008-06-01,2008,2,Q2,2008-Q2,6,June,Jun,2008-06,1,7,Sunday,22,1
2008-06-02,2008,2,Q2,2008-Q2,6,June,Jun,2008-06,2,1,Monday,23,0
2008-06-03,2008,2,Q2,2008-Q2,6,June,Jun,2008-06,3,2,Tuesday,23,0
2008-06-04,2008,2,Q2,2008-Q2,6,June,Jun,2008-06,4,3,Wednesday,23,0
2008-06-05,2008,2,Q2,2008-Q2,6,June,Jun,2008-06,5,4,Thursday,23,0
2008-06-06,2008,2,Q2,2008-Q2,6,June,Jun,2008-06,6,5,Friday,23,0
2008-06-07,2008,2,Q2,2008-Q2,6,June,Jun,2008-06,7,6,Saturday,23,1
2008-06-08,2008,2,Q2,2008-Q2,6,June,Jun,2008-06,8,7,Sunday,23,1
2008-06-09,2008,2,Q2,2008-Q2,6,June,Jun,2008-06,9,1,Monday,24,0
2008-06-10,2008,2,Q2,2008-Q2,6,June,Jun,2008-06,10,2,Tuesday,24,0
2008-06-11,2008,2,Q2,2008-Q2,6,June,Jun,2008-06,11,3,Wednesday,24,0
2008-06-12,2008,2,Q2,2008-Q2,6,June,Jun,2008-06,12,4,Thursday,24,0
2008-06-13,2008,2,Q2,2008-Q2,6,June,Jun,2008-06,13,5,Friday,24,0
2008-01-01,2008,1,Q1,2008-Q1,1,January,Jan,2008-01,1,2,Tuesday,1,0
2008-01-02,2008,1,Q1,2008-Q1,1,January,Jan,2008-01,2,3,Wednesday,1,0
2008-01-03,2008,1,Q1,2008-Q1,1,January,Jan,2008-01,3,4,Thursday,1,0
2008-01-04,2008,1,Q1,2008-Q1,1,January,Jan,2008-01,4,5,Friday,1,0
2008-01-05,2008,1,Q1,2008-Q1,1,January,Jan,2008-01,5,6,Saturday,1,1
2008-01-06,2008,1,Q1,2008-Q1,1,January,Jan,2008-01,6,7,Sunday,1,1
2008-01-07,2008,1,Q1,2008-Q1,1,January,Jan,2008-01,7,1,Monday,2,0
2008-01-08,2008,1,Q1,2008-Q1,1,January,Jan,2008-01,8,2,Tuesday,2,0
2008-01-09,2008,1,Q1,2008-Q1,1,January,Jan,2008-01,9,3,Wednesday,2,0
2008-01-10,2008,1,Q1,2008-Q1,1,January,Jan,2008-01,10,4,Thursday,2,0
2008-01-11,2008,1,Q1,2008-Q1,1,January,Jan,2008-01,11,5,Friday,2,0
2008-01-12,2008,1,Q1,2008-Q1,1,January,Jan,2008-01,12,6,Saturday,2,1
2008-01-13,2008,1,Q1,2008-Q1,1,January,Jan,2008-01,13,7,Sunday,2,1
2008-01-14,2008,1,Q1,2008-Q1,1,January,Jan,2008-01,14,1,Monday,3,0
2008-01-15,2008,1,Q1,2008-Q1,1,January,Jan,2008-01,15,2,Tuesday,3,0
2008-01-16,2008,1,Q1,2008-Q1,1,January,Jan,2008-01,16,3,Wednesday,3,0
2008-01-17,2008,1,Q1,2008-Q1,1,January,Jan,2008-01,17,4,Thursday,3,0
2008-01-18,2008,1,Q1,2008-Q1,1,January,Jan,2008-01,18,5,Friday,3,0
2008-01-19,2008,1,Q1,2008-Q1,1,January,Jan,2008-01,19,6,Saturday,3,1
2008-01-20,2008,1,Q1,2008-Q1,1,January,Jan,2008-01,20,7,Sunday,3,1
2008-01-21,2008,1,Q1,2008-Q1,1,January,Jan,2008-01,21,1,Monday,4,0
2008-01-22,2008,1,Q1,2008-Q1,1,January,Jan,2008-01,22,2,Tuesday,4,0
2008-01-23,2008,1,Q1,2008-Q1,1,January,Jan,2008-01,23,3,Wednesday,4,0
2008-01-24,2008,1,Q1,2008-Q1,1,January,Jan,2008-01,24,4,Thursday,4,0
2008-01-25,2008,1,Q1,2008-Q1,1,January,Jan,2008-01,25,5,Friday,4,0
2008-01-26,2008,1,Q1,2008-Q1,1,January,Jan,2008-01,26,6,Saturday,4,1
2008-01-27,2008,1,Q1,2008-Q1,1,January,Jan,2008-01,27,7,Sunday,4,1
2008-01-28,2008,1,Q1,2008-Q1,1,January,Jan,2008-01,28,1,Monday,5,0
2008-01-29,2008,1,Q1,2008-Q1,1,January,Jan,2008-01,29,2,Tuesday,5,0
2008-01-30,2008,1,Q1,2008-Q1,1,January,Jan,2008-01,30,3,Wednesday,5,0
2008-01-31,2008,1,Q1,2008-Q1,1,January,Jan,2008-01,31,4,Thursday,5,0
2008-02-01,2008,1,Q1,2008-Q1,2,February,Feb,2008-02,1,5,Friday,5,0
2008-02-02,2008,1,Q1,2008-Q1,2,February,Feb,2008-02,2,6,Saturday,5,1
2008-02-03,2008,1,Q1,2008-Q1,2,February,Feb,2008-02,3,7,Sunday,5,1
2008-02-04,2008,1,Q1,2008-Q1,2,February,Feb,2008-02,4,1,Monday,6,0
2008-02-05,2008,1,Q1,2008-Q1,2,February,Feb,2008-02,5,2,Tuesday,6,0
2008-02-06,2008,1,Q1,2008-Q1,2,February,Feb,2008-02,6,3,Wednesday,6,0
2008-02-07,2008,1,Q1,2008-Q1,2,February,Feb,2008-02,7,4,Thursday,6,0
2008-02-08,2008,1,Q1,2008-Q1,2,February,Feb,2008-02,8,5,Friday,6,0
2008-02-09,2008,1,Q1,2008-Q1,2,February,Feb,2008-02,9,6,Saturday,6,1
2008-02-10,2008,1,Q1,2008-Q1,2,February,Feb,2008-02,10,7,Sunday,6,1
2008-02-11,2008,1,Q1,2008-Q1,2,February,Feb,2008-02,11,1,Monday,7,0
2008-02-12,2008,1,Q1,2008-Q1,2,February,Feb,2008-02,12,2,Tuesday,7,0
2008-02-13,2008,1,Q1,2008-Q1,2,February,Feb,2008-02,13,3,Wednesday,7,0
2008-02-14,2008,1,Q1,2008-Q1,2,February,Feb,2008-02,14,4,Thursday,7,0
2008-02-15,2008,1,Q1,2008-Q1,2,February,Feb,2008-02,15,5,Friday,7,0
2008-02-16,2008,1,Q1,2008-Q1,2,February,Feb,2008-02,16,6,Saturday,7,1
2008-02-17,2008,1,Q1,2008-Q1,2,February,Feb,2008-02,17,7,Sunday,7,1
2008-02-18,2008,1,Q1,2008-Q1,2,February,Feb,2008-02,18,1,Monday,8,0
2008-02-19,2008,1,Q1,2008-Q1,2,February,Feb,2008-02,19,2,Tuesday,8,0
2008-02-20,2008,1,Q1,2008-Q1,2,February,Feb,2008-02,20,3,Wednesday,8,0
2008-02-21,2008,1,Q1,2008-Q1,2,February,Feb,2008-02,21,4,Thursday,8,0
2008-02-22,2008,1,Q1,2008-Q1,2,February,Feb,2008-02,22,5,Friday,8,0
2008-02-23,2008,1,Q1,2008-Q1,2,February,Feb,2008-02,23,6,Saturday,8,1
2008-02-24,2008,1,Q1,2008-Q1,2,February,Feb,2008-02,24,7,Sunday,8,1
2008-02-25,2008,1,Q1,2008-Q1,2,February,Feb,2008-02,25,1,Monday,9,0
2008-02-26,2008,1,Q1,2008-Q1,2,February,Feb,2008-02,26,2,Tuesday,9,0
2008-02-27,2008,1,Q1,2008-Q1,2,February,Feb,2008-02,27,3,Wednesday,9,0
2008-02-28,2008,1,Q1,2008-Q1,2,February,Feb,2008-02,28,4,Thursday,9,0
2008-02-29,2008,1,Q1,2008-Q1,2,February,Feb,2008-02,29,5,Friday,9,0
2008-03-01,2008,1,Q1,2008-Q1,3,March,Mar,2008-03,1,6,Saturday,9,1
2008-03-02,2008,1,Q1,2008-Q1,3,March,Mar,2008-03,2,7,Sunday,9,1
2008-03-03,2008,1,Q1,2008-Q1,3,March,Mar,2008-03,3,1,Monday,10,0
2008-03-04,2008,1,Q1,2008-Q1,3,March,Mar,2008-03,4,2,Tuesday,10,0
2008-03-05,2008,1,Q1,2008-Q1,3,March,Mar,2008-03,5,3,Wednesday,10,0
2008-03-06,2008,1,Q1,2008-Q1,3,March,Mar,2008-03,6,4,Thursday,10,0
2008-03-07,2008,1,Q1,2008-Q1,3,March,Mar,2008-03,7,5,Friday,10,0
2008-03-08,2008,1,Q1,2008-Q1,3,March,Mar,2008-03,8,6,Saturday,10,1
2008-03-09,2008,1,Q1,2008-Q1,3,March,Mar,2008-03,9,7,Sunday,10,1
2008-03-10,2008,1,Q1,2008-Q1,3,March,Mar,2008-03,10,1,Monday,11,0
2008-03-11,2008,1,Q1,2008-Q1,3,March,Mar,2008-03,11,2,Tuesday,11,0
2008-03-12,2008,1,Q1,2008-Q1,3,March,Mar,2008-03,12,3,Wednesday,11,0
2008-03-13,2008,1,Q1,2008-Q1,3,March,Mar,2008-03,13,4,Thursday,11,0
2008-03-14,2008,1,Q1,2008-Q1,3,March,Mar,2008-03,14,5,Friday,11,0
2008-03-15,2008,1,Q1,2008-Q1,3,March,Mar,2008-03,15,6,Saturday,11,1
2008-03-16,2008,1,Q1,2008-Q1,3,March,Mar,2008-03,16,7,Sunday,11,1
2008-03-17,2008,1,Q1,2008-Q1,3,March,Mar,2008-03,17,1,Monday,12,0
2008-03-18,2008,1,Q1,2008-Q1,3,March,Mar,2008-03,18,2,Tuesday,12,0
2008-03-19,2008,1,Q1,2008-Q1,3,March,Mar,2008-03,19,3,Wednesday,12,0
2008-03-20,2008,1,Q1,2008-Q1,3,March,Mar,2008-03,20,4,Thursday,12,0
2008-03-21,2008,1,Q1,2008-Q1,3,March,Mar,2008-03,21,5,Friday,12,0
2008-06-17,2008,2,Q2,2008-Q2,6,June,Jun,2008-06,17,2,Tuesday,25,0
2008-06-18,2008,2,Q2,2008-Q2,6,June,Jun,2008-06,18,3,Wednesday,25,0
2008-06-19,2008,2,Q2,2008-Q2,6,June,Jun,2008-06,19,4,Thursday,25,0
2008-06-20,2008,2,Q2,2008-Q2,6,June,Jun,2008-06,20,5,Friday,25,0
2008-06-21,2008,2,Q2,2008-Q2,6,June,Jun,2008-06,21,6,Saturday,25,1
2008-06-22,2008,2,Q2,2008-Q2,6,June,Jun,2008-06,22,7,Sunday,25,1
2008-06-23,2008,2,Q2,2008-Q2,6,June,Jun,2008-06,23,1,Monday,26,0
2008-06-24,2008,2,Q2,2008-Q2,6,June,Jun,2008-06,24,2,Tuesday,26,0
2008-06-25,2008,2,Q2,2008-Q2,6,June,Jun,2008-06,25,3,Wednesday,26,0
2008-06-26,2008,2,Q2,2008-Q2,6,June,Jun,2008-06,26,4,Thursday,26,0
2008-06-27,2008,2,Q2,2008-Q2,6,June,Jun,2008-06,27,5,Friday,26,0
2008-06-28,2008,2,Q2,2008-Q2,6,June,Jun,2008-06,28,6,Saturday,26,1
2008-06-29,2008,2,Q2,2008-Q2,6,June,Jun,2008-06,29,7,Sunday,26,1
2008-06-30,2008,2,Q2,2008-Q2,6,June,Jun,2008-06,30,1,Monday,27,0
2008-07-01,2008,3,Q3,2008-Q3,7,July,Jul,2008-07,1,2,Tuesday,27,0
2008-07-02,2008,3,Q3,2008-Q3,7,July,Jul,2008-07,2,3,Wednesday,27,0
2008-07-03,2008,3,Q3,2008-Q3,7,July,Jul,2008-07,3,4,Thursday,27,0
2008-07-04,2008,3,Q3,2008-Q3,7,July,Jul,2008-07,4,5,Friday,27,0
2008-07-05,2008,3,Q3,2008-Q3,7,July,Jul,2008-07,5,6,Saturday,27,1
2008-07-06,2008,3,Q3,2008-Q3,7,July,Jul,2008-07,6,7,Sunday,27,1
2008-07-07,2008,3,Q3,2008-Q3,7,July,Jul,2008-07,7,1,Monday,28,0
2008-07-08,2008,3,Q3,2008-Q3,7,July,Jul,2008-07,8,2,Tuesday,28,0
2008-07-09,2008,3,Q3,2008-Q3,7,July,Jul,2008-07,9,3,Wednesday,28,0
2008-07-10,2008,3,Q3,2008-Q3,7,July,Jul,2008-07,10,4,Thursday,28,0
2008-07-11,2008,3,Q3,2008-Q3,7,July,Jul,2008-07,11,5,Friday,28,0
2008-07-12,2008,3,Q3,2008-Q3,7,July,Jul,2008-07,12,6,Saturday,28,1
2008-07-13,2008,3,Q3,2008-Q3,7,July,Jul,2008-07,13,7,Sunday,28,1
2008-07-14,2008,3,Q3,2008-Q3,7,July,Jul,2008-07,14,1,Monday,29,0
2008-07-15,2008,3,Q3,2008-Q3,7,July,Jul,2008-07,15,2,Tuesday,29,0
2008-07-16,2008,3,Q3,2008-Q3,7,July,Jul,2008-07,16,3,Wednesday,29,0
2008-07-17,2008,3,Q3,2008-Q3,7,July,Jul,2008-07,17,4,Thursday,29,0
2008-07-18,2008,3,Q3,2008-Q3,7,July,Jul,2008-07,18,5,Friday,29,0
2008-07-19,2008,3,Q3,2008-Q3,7,July,Jul,2008-07,19,6,Saturday,29,1
2008-07-20,2008,3,Q3,2008-Q3,7,July,Jul,2008-07,20,7,Sunday,29,1
2008-07-21,2008,3,Q3,2008-Q3,7,July,Jul,2008-07,21,1,Monday,30,0
2008-07-22,2008,3,Q3,2008-Q3,7,July,Jul,2008-07,22,2,Tuesday,30,0
2008-07-23,2008,3,Q3,2008-Q3,7,July,Jul,2008-07,23,3,Wednesday,30,0
2008-07-24,2008,3,Q3,2008-Q3,7,July,Jul,2008-07,24,4,Thursday,30,0
2008-07-25,2008,3,Q3,2008-Q3,7,July,Jul,2008-07,25,5,Friday,30,0
2008-07-26,2008,3,Q3,2008-Q3,7,July,Jul,2008-07,26,6,Saturday,30,1
2008-07-27,2008,3,Q3,2008-Q3,7,July,Jul,2008-07,27,7,Sunday,30,1
2008-07-28,2008,3,Q3,2008-Q3,7,July,Jul,2008-07,28,1,Monday,31,0
2008-07-29,2008,3,Q3,2008-Q3,7,July,Jul,2008-07,29,2,Tuesday,31,0
2008-07-30,2008,3,Q3,2008-Q3,7,July,Jul,2008-07,30,3,Wednesday,31,0
2008-07-31,2008,3,Q3,2008-Q3,7,July,Jul,2008-07,31,4,Thursday,31,0
2008-08-01,2008,3,Q3,2008-Q3,8,August,Aug,2008-08,1,5,Friday,31,0
2008-08-02,2008,3,Q3,2008-Q3,8,August,Aug,2008-08,2,6,Saturday,31,1
2008-08-03,2008,3,Q3,2008-Q3,8,August,Aug,2008-08,3,7,Sunday,31,1
2008-08-04,2008,3,Q3,2008-Q3,8,August,Aug,2008-08,4,1,Monday,32,0
2008-08-05,2008,3,Q3,2008-Q3,8,August,Aug,2008-08,5,2,Tuesday,32,0
2008-08-06,2008,3,Q3,2008-Q3,8,August,Aug,2008-08,6,3,Wednesday,32,0
2008-08-07,2008,3,Q3,2008-Q3,8,August,Aug,2008-08,7,4,Thursday,32,0
2008-08-08,2008,3,Q3,2008-Q3,8,August,Aug,2008-08,8,5,Friday,32,0
2008-08-09,2008,3,Q3,2008-Q3,8,August,Aug,2008-08,9,6,Saturday,32,1
2008-08-10,2008,3,Q3,2008-Q3,8,August,Aug,2008-08,10,7,Sunday,32,1
2008-08-11,2008,3,Q3,2008-Q3,8,August,Aug,2008-08,11,1,Monday,33,0
2008-08-12,2008,3,Q3,2008-Q3,8,August,Aug,2008-08,12,2,Tuesday,33,0
2008-08-13,2008,3,Q3,2008-Q3,8,August,Aug,2008-08,13,3,Wednesday,33,0
2008-08-14,2008,3,Q3,2008-Q3,8,August,Aug,2008-08,14,4,Thursday,33,0
2008-08-15,2008,3,Q3,2008-Q3,8,August,Aug,2008-08,15,5,Friday,33,0
2008-08-16,2008,3,Q3,2008-Q3,8,August,Aug,2008-08,16,6,Saturday,33,1
2008-08-17,2008,3,Q3,2008-Q3,8,August,Aug,2008-08,17,7,Sunday,33,1
2008-08-18,2008,3,Q3,2008-Q3,8,August,Aug,2008-08,18,1,Monday,34,0
2008-08-19,2008,3,Q3,2008-Q3,8,August,Aug,2008-08,19,2,Tuesday,34,0
2008-08-20,2008,3,Q3,2008-Q3,8,August,Aug,2008-08,20,3,Wednesday,34,0
2008-08-21,2008,3,Q3,2008-Q3,8,August,Aug,2008-08,21,4,Thursday,34,0
2008-08-22,2008,3,Q3,2008-Q3,8,August,Aug,2008-08,22,5,Friday,34,0
2008-08-23,2008,3,Q3,2008-Q3,8,August,Aug,2008-08,23,6,Saturday,34,1
2008-08-24,2008,3,Q3,2008-Q3,8,August,Aug,2008-08,24,7,Sunday,34,1
2008-08-25,2008,3,Q3,2008-Q3,8,August,Aug,2008-08,25,1,Monday,35,0
2008-08-26,2008,3,Q3,2008-Q3,8,August,Aug,2008-08,26,2,Tuesday,35,0
2008-08-27,2008,3,Q3,2008-Q3,8,August,Aug,2008-08,27,3,Wednesday,35,0
2008-08-28,2008,3,Q3,2008-Q3,8,August,Aug,2008-08,28,4,Thursday,35,0
2008-08-29,2008,3,Q3,2008-Q3,8,August,Aug,2008-08,29,5,Friday,35,0
2008-08-30,2008,3,Q3,2008-Q3,8,August,Aug,2008-08,30,6,Saturday,35,1
2008-08-31,2008,3,Q3,2008-Q3,8,August,Aug,2008-08,31,7,Sunday,35,1
2008-09-01,2008,3,Q3,2008-Q3,9,September,Sep,2008-09,1,1,Monday,36,0
2008-09-02,2008,3,Q3,2008-Q3,9,September,Sep,2008-09,2,2,Tuesday,36,0
2008-09-03,2008,3,Q3,2008-Q3,9,September,Sep,2008-09,3,3,Wednesday,36,0
2008-09-04,2008,3,Q3,2008-Q3,9,September,Sep,2008-09,4,4,Thursday,36,0
2008-09-05,2008,3,Q3,2008-Q3,9,September,Sep,2008-09,5,5,Friday,36,0
2008-09-06,2008,3,Q3,2008-Q3,9,September,Sep,2008-09,6,6,Saturday,36,1
